RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Inference_ms,Alpha
0.7475708325740268,0.3189680576324463,0.8425466418266296,79.68199253082275,0.4001271426677704,1033716,0.01231625222593391,1.0
0.7493684414281492,0.32993072271347046,0.8417885303497314,84.90015268325806,0.4048220217227936,1033716,0.009951884868681298,3.0
0.7617876461856099,0.34600088000297546,0.8365010023117065,85.57965755462646,0.4046844244003296,1033716,0.009162350843755716,5.0
0.7862858783195608,0.37164974212646484,0.8258160352706909,97.45568037033081,0.4223398268222809,1033716,0.009419530652236656,10.0
