RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Inference_ms,Method
0.7617876461856099,0.34600088000297546,0.8365010023117065,85.57965755462646,0.4046844244003296,1033716,0.018781077313086855,Proposed (Weighted Loss)
0.7475708325740268,0.3189680576324463,0.8425466418266296,79.68199253082275,0.4001271426677704,1033716,0.010371235847119145,Baseline (Standard MSE)
