RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Inference_ms,Horizon
0.7617876461856099,0.34600088000297546,0.8365010023117065,85.57965755462646,0.4046844244003296,1033716,0.023757628921352084,24
0.9259034410148447,0.38365572690963745,0.7587591409683228,93.32457184791565,0.44758087396621704,2065754,0.015315036141564922,48
1.1235302224977233,0.4601723849773407,0.6455849409103394,116.14277362823486,0.4812517464160919,4123180,0.015480259801456312,96
1.2781512306711544,0.5289427042007446,0.5432461500167847,140.40461778640747,0.5418785810470581,8199784,0.01797208070394038,192
