RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Alpha
0.05916317970758705,0.03750971332192421,0.892277717590332,0.7275061,0.06820842623710632,17714,1.0
0.060905347114626196,0.03905918076634407,0.8858401775360107,0.75798416,0.06731601804494858,17714,3.0
0.06029025230491729,0.03809528052806854,0.8881343603134155,0.73779833,0.06944245845079422,17714,5.0
