RMSE,MAE,R2,MAPE,SF_MAE,N_Events,Inference_ms,Model
0.9360691914069317,0.772123396396637,0.24670428037643433,404.29844856262207,0.0,0,0.019403093286593957,DLinear
0.8732748395377714,0.7690106630325317,0.34438109397888184,448.846435546875,0.0,0,0.011296906840806357,NLinear
0.6159848434701529,0.5142629146575928,0.6737957000732422,302.5238275527954,0.0,0,0.0066634724346807395,LTSF_Linear
